ACTION_LIST_ID,TIME_NEW,USER_NEW,VALUE,PREVIOUS_ACTION_LIST_ID,PREVIOUS_TIME_NEW,PREVIOUS_USER_NEW,PREIOUS_VALUE,TIMEDIFF_BETWEEN_TRANSACTIONS
472672,1/17/2010 16:55,OrderExecuter,0,472652,1/17/2010 14:32,OrderExecuter,2000,0.099293981
634729,9/7/2010 13:14,OrderExecuter,2000,634528,9/7/2010 10:51,OrderExecuter,1000,0.099259259
502706,3/3/2010 11:49,OrderExecuter,0,502281,3/3/2010 9:26,OrderExecuter,0,0.099224537
683113,11/10/2010 15:12,OrderExecuter,0,682962,11/10/2010 12:49,OrderExecuter,1000,0.099027778
633410,9/5/2010 9:59,OrderExecuter,0,633255,9/5/2010 7:36,OrderExecuter,1000,0.098703704
469616,1/11/2010 15:56,OrderExecuter,0,469511,1/11/2010 13:34,OrderExecuter,500,0.098564815
679745,11/4/2010 13:55,OrderExecuter,0,679654,11/4/2010 11:34,OrderExecuter,2500,0.097962963
595717,7/26/2010 16:39,OrderExecuter,0,595659,7/26/2010 14:18,OrderExecuter,1000,0.097905093
595658,7/26/2010 14:18,OrderExecuter,0,595508,7/26/2010 11:57,OrderExecuter,2000,0.097835648
527656,4/19/2010 10:40,OrderExecuter,0,527600,4/19/2010 8:20,OrderExecuter,2000,0.097303241
682079,11/8/2010 22:53,OrderExecuter,500,682058,11/8/2010 20:34,OrderExecuter,2000,0.09712963
683597,11/11/2010 22:28,OrderExecuter,1000,683576,11/11/2010 20:08,OrderExecuter,1000,0.096701389
653333,9/24/2010 20:54,OrderExecuter,0,653304,9/24/2010 18:35,OrderExecuter,2500,0.096689815
687042,11/19/2010 18:19,OrderExecuter,2000,686978,11/19/2010 16:00,OrderExecuter,2000,0.096631944
517410,3/30/2010 10:26,OrderExecuter,0,517057,3/30/2010 8:08,OrderExecuter,1000,0.095972222
406983,9/23/2009 14:29,OrderExecuter,0,406928,9/23/2009 12:11,OrderExecuter,500,0.095960648
666499,10/15/2010 21:37,OrderExecuter,0,666465,10/15/2010 19:19,OrderExecuter,2000,0.095914352
610605,8/22/2010 16:21,OrderExecuter,0,610584,8/22/2010 14:03,OrderExecuter,1000,0.095439815
404905,9/19/2009 15:33,OrderExecuter,0,404853,9/19/2009 13:16,OrderExecuter,1000,0.094664352
648674,9/16/2010 15:33,OrderExecuter,0,648622,9/16/2010 13:17,OrderExecuter,2000,0.094606481
564985,6/9/2010 10:38,OrderExecuter,0,564877,6/9/2010 8:22,OrderExecuter,2000,0.094525463
667167,10/18/2010 13:04,OrderExecuter,0,667007,10/18/2010 10:48,OrderExecuter,1000,0.094479167
623297,8/30/2010 17:09,OrderExecuter,500,622979,8/30/2010 14:53,OrderExecuter,1000,0.094467593
442903,11/23/2009 16:58,OrderExecuter,500,442837,11/23/2009 14:42,OrderExecuter,1000,0.094398148
525547,4/14/2010 12:20,OrderExecuter,2000,525486,4/14/2010 10:05,OrderExecuter,1000,0.093773148
388968,8/27/2009 13:50,OrderExecuter,0,388072,8/27/2009 11:35,OrderExecuter,500,0.093518519
605720,8/13/2010 11:34,OrderExecuter,0,605503,8/13/2010 9:19,OrderExecuter,2000,0.093321759
545956,5/9/2010 12:19,OrderExecuter,0,545932,5/9/2010 10:05,OrderExecuter,1000,0.093113426
664196,10/11/2010 16:18,OrderExecuter,0,664170,10/11/2010 14:04,OrderExecuter,1000,0.092986111
607420,8/17/2010 17:03,OrderExecuter,0,607245,8/17/2010 14:49,OrderExecuter,500,0.092916667
692671,11/27/2010 17:53,OrderExecuter,0,692660,11/27/2010 15:40,OrderExecuter,5000,0.092476852
581107,7/1/2010 10:29,OrderExecuter,2000,580862,7/1/2010 8:17,OrderExecuter,0,0.092164352
632213,9/3/2010 10:53,OrderExecuter,2500,632002,9/3/2010 8:41,OrderExecuter,2500,0.091747685
681007,11/5/2010 17:23,OrderExecuter,0,680776,11/5/2010 15:11,OrderExecuter,500,0.09150463
585917,7/10/2010 20:18,OrderExecuter,0,585906,7/10/2010 18:07,OrderExecuter,5000,0.091377315
568855,6/16/2010 10:24,OrderExecuter,0,568734,6/16/2010 8:13,OrderExecuter,2000,0.091180556
606219,8/14/2010 11:11,OrderExecuter,0,606200,8/14/2010 9:00,OrderExecuter,2000,0.090983796
468345,1/8/2010 12:59,OrderExecuter,1000,468049,1/8/2010 10:48,OrderExecuter,1000,0.090972222
477914,1/25/2010 11:45,OrderExecuter,0,477369,1/25/2010 9:34,OrderExecuter,1000,0.090925926
673454,10/26/2010 10:24,OrderExecuter,0,673321,10/26/2010 8:13,OrderExecuter,2500,0.090891204
579513,6/29/2010 21:57,OrderExecuter,0,579434,6/29/2010 19:47,OrderExecuter,5000,0.090578704
514708,3/25/2010 20:09,OrderExecuter,0,514655,3/25/2010 17:58,OrderExecuter,2000,0.090543981
639579,9/10/2010 5:16,OrderExecuter,1000,639576,9/10/2010 3:05,OrderExecuter,2000,0.090474537
398802,9/10/2009 19:05,OrderExecuter,0,398782,9/10/2009 16:55,OrderExecuter,500,0.090162037
692907,11/28/2010 20:04,OrderExecuter,0,692871,11/28/2010 17:55,OrderExecuter,0,0.089675926
686514,11/19/2010 9:19,OrderExecuter,0,686506,11/19/2010 7:11,OrderExecuter,500,0.08931713
636864,9/8/2010 21:58,OrderExecuter,0,636846,9/8/2010 19:49,OrderExecuter,2000,0.089027778
687197,11/20/2010 19:07,OrderExecuter,500,687183,11/20/2010 17:00,OrderExecuter,0,0.088657407
660282,10/1/2010 18:07,OrderExecuter,0,660203,10/1/2010 15:59,OrderExecuter,1000,0.08849537
414053,10/3/2009 13:16,OrderExecuter,0,414017,10/3/2009 11:09,OrderExecuter,0,0.087777778
639575,9/10/2010 3:05,OrderExecuter,0,639571,9/10/2010 1:00,OrderExecuter,500,0.087175926
431747,10/30/2009 15:52,OrderExecuter,0,431679,10/30/2009 13:47,OrderExecuter,0,0.087164352
566173,6/11/2010 8:12,OrderExecuter,0,566164,6/11/2010 6:06,OrderExecuter,2500,0.087060185
515712,3/26/2010 11:48,OrderExecuter,0,515390,3/26/2010 9:43,OrderExecuter,500,0.086851852
465947,1/5/2010 15:59,OrderExecuter,0,465537,1/5/2010 13:54,OrderExecuter,500,0.086770833
487490,2/8/2010 18:00,OrderExecuter,0,487382,2/8/2010 15:55,OrderExecuter,2000,0.086736111
545893,5/8/2010 21:14,OrderExecuter,0,545887,5/8/2010 19:09,OrderExecuter,500,0.086377315
561836,6/2/2010 10:03,OrderExecuter,2500,561743,6/2/2010 7:58,OrderExecuter,500,0.086261574
399752,9/11/2009 19:09,OrderExecuter,2000,399726,9/11/2009 17:05,OrderExecuter,5000,0.086030093
520034,4/2/2010 7:17,OrderExecuter,0,520025,4/2/2010 5:13,OrderExecuter,500,0.08599537
658418,9/30/2010 10:55,OrderExecuter,0,658135,9/30/2010 8:51,OrderExecuter,2000,0.085752315
695066,12/1/2010 2:47,OrderExecuter,0,695050,12/1/2010 0:43,OrderExecuter,2000,0.085439815
402614,9/16/2009 14:34,OrderExecuter,0,402409,9/16/2009 12:32,OrderExecuter,2000,0.085277778
668536,10/20/2010 21:17,OrderExecuter,0,668521,10/20/2010 19:15,OrderExecuter,1000,0.084976852
676116,10/29/2010 12:43,OrderExecuter,2000,676000,10/29/2010 10:41,OrderExecuter,0,0.084918981
675718,10/28/2010 21:29,OrderExecuter,0,675689,10/28/2010 19:27,OrderExecuter,2000,0.08474537
526303,4/15/2010 11:00,OrderExecuter,0,526101,4/15/2010 8:58,OrderExecuter,2000,0.084675926
692765,11/28/2010 11:33,OrderExecuter,2000,692732,11/28/2010 9:31,OrderExecuter,2000,0.08462963
660578,10/2/2010 16:51,OrderExecuter,1000,660533,10/2/2010 14:49,OrderExecuter,2500,0.084594907
661023,10/4/2010 8:57,OrderExecuter,0,660973,10/4/2010 6:56,OrderExecuter,2000,0.084490741
646239,9/14/2010 0:25,OrderExecuter,0,646217,9/13/2010 22:24,OrderExecuter,0,0.08400463
562064,6/2/2010 12:03,OrderExecuter,0,561836,6/2/2010 10:03,OrderExecuter,2500,0.083900463
580859,7/1/2010 8:15,OrderExecuter,0,580785,7/1/2010 6:14,OrderExecuter,500,0.083854167
682029,11/8/2010 18:57,OrderExecuter,500,682013,11/8/2010 16:56,OrderExecuter,2000,0.083622685
512394,3/22/2010 14:30,OrderExecuter,5000,512270,3/22/2010 12:30,OrderExecuter,1000,0.083460648
636416,9/8/2010 14:52,OrderExecuter,5000,636037,9/8/2010 12:52,OrderExecuter,2000,0.083425926
645877,9/13/2010 12:40,OrderExecuter,5000,641531,9/13/2010 10:40,OrderExecuter,2000,0.083229167
491314,2/14/2010 12:37,OrderExecuter,0,491292,2/14/2010 10:37,OrderExecuter,1000,0.083171296
665318,10/13/2010 20:36,OrderExecuter,500,665296,10/13/2010 18:37,OrderExecuter,2000,0.082685185
559738,5/30/2010 17:29,OrderExecuter,2000,559731,5/30/2010 15:30,OrderExecuter,0,0.082256944
524387,4/11/2010 15:30,OrderExecuter,0,524369,4/11/2010 13:32,OrderExecuter,500,0.082002315
547080,5/12/2010 0:41,OrderExecuter,500,547070,5/11/2010 22:43,OrderExecuter,1000,0.081724537
413530,10/2/2009 12:20,OrderExecuter,0,413310,10/2/2009 10:22,OrderExecuter,1000,0.081678241
669855,10/22/2010 22:11,OrderExecuter,1000,669838,10/22/2010 20:14,OrderExecuter,1000,0.081215278
636841,9/8/2010 19:31,OrderExecuter,0,636812,9/8/2010 17:34,OrderExecuter,0,0.0809375
669875,10/23/2010 1:11,OrderExecuter,500,669865,10/22/2010 23:14,OrderExecuter,500,0.080868056
382185,8/22/2009 17:56,OrderExecuter,0,382155,8/22/2009 16:00,OrderExecuter,1000,0.080833333
610710,8/22/2010 23:08,OrderExecuter,0,610677,8/22/2010 21:13,OrderExecuter,0,0.080520833
472439,1/16/2010 9:16,OrderExecuter,0,472424,1/16/2010 7:20,OrderExecuter,1000,0.080416667
577662,6/28/2010 10:07,OrderExecuter,0,577553,6/28/2010 8:11,OrderExecuter,2500,0.079976852
684125,11/12/2010 20:07,OrderExecuter,1000,684118,11/12/2010 18:12,OrderExecuter,2500,0.079895833
676638,10/30/2010 18:46,OrderExecuter,0,676610,10/30/2010 16:51,OrderExecuter,2000,0.079722222
365798,7/30/2009 17:27,OrderExecuter,1000,365625,7/30/2009 15:32,OrderExecuter,2000,0.079664352
681156,11/6/2010 16:34,OrderExecuter,0,681129,11/6/2010 14:39,OrderExecuter,1000,0.07962963
647160,9/14/2010 23:08,OrderExecuter,0,647141,9/14/2010 21:14,OrderExecuter,2000,0.079606481
547006,5/11/2010 21:37,OrderExecuter,0,546981,5/11/2010 19:42,OrderExecuter,1000,0.079236111
468592,1/9/2010 11:31,OrderExecuter,2000,468567,1/9/2010 9:38,OrderExecuter,2000,0.079039352
668004,10/19/2010 15:44,OrderExecuter,0,667917,10/19/2010 13:51,OrderExecuter,2500,0.079039352
393543,9/1/2009 18:16,OrderExecuter,0,393464,9/1/2009 16:23,OrderExecuter,1000,0.07875
527687,4/19/2010 12:34,OrderExecuter,0,527657,4/19/2010 10:40,OrderExecuter,500,0.078738426
601393,8/4/2010 12:01,OrderExecuter,500,601208,8/4/2010 10:08,OrderExecuter,2000,0.078518519
609493,8/20/2010 4:51,OrderExecuter,0,609492,8/20/2010 2:58,OrderExecuter,500,0.078460648
602812,8/7/2010 16:06,OrderExecuter,5000,602801,8/7/2010 14:13,OrderExecuter,1000,0.078113426
437050,11/10/2009 8:32,OrderExecuter,1000,437034,11/10/2009 6:40,OrderExecuter,2000,0.078055556
529348,4/21/2010 11:17,OrderExecuter,2000,529107,4/21/2010 9:25,OrderExecuter,1000,0.078055556
649425,9/18/2010 17:14,OrderExecuter,0,649401,9/18/2010 15:22,OrderExecuter,500,0.078043981
504697,3/6/2010 14:11,OrderExecuter,0,504676,3/6/2010 12:19,OrderExecuter,2000,0.077962963
584167,7/7/2010 16:13,OrderExecuter,0,584012,7/7/2010 14:21,OrderExecuter,2000,0.077858796
497238,2/24/2010 20:39,OrderExecuter,1000,497208,2/24/2010 18:47,OrderExecuter,2000,0.077835648
514542,3/25/2010 16:04,OrderExecuter,0,514394,3/25/2010 14:12,OrderExecuter,1000,0.077465278
677591,11/1/2010 9:43,OrderExecuter,0,677460,11/1/2010 7:52,OrderExecuter,0,0.077430556
606177,8/13/2010 20:58,OrderExecuter,1000,606159,8/13/2010 19:07,OrderExecuter,2500,0.077164352
657314,9/28/2010 19:07,OrderExecuter,0,657282,9/28/2010 17:16,OrderExecuter,500,0.077106481
591246,7/20/2010 23:00,OrderExecuter,0,591217,7/20/2010 21:10,OrderExecuter,2000,0.076365741
692566,11/26/2010 21:36,OrderExecuter,1000,692558,11/26/2010 19:47,OrderExecuter,1000,0.076215278
607244,8/17/2010 14:49,OrderExecuter,0,607184,8/17/2010 13:00,OrderExecuter,2000,0.076111111
666650,10/16/2010 15:33,OrderExecuter,1000,666629,10/16/2010 13:43,OrderExecuter,2000,0.075949074
689150,11/23/2010 16:25,OrderExecuter,0,688993,11/23/2010 14:36,OrderExecuter,2000,0.075821759
598415,7/30/2010 10:20,OrderExecuter,0,598260,7/30/2010 8:31,OrderExecuter,1000,0.07568287
692640,11/27/2010 14:24,OrderExecuter,0,692613,11/27/2010 12:35,OrderExecuter,1000,0.075671296
696865,12/4/2010 0:46,OrderExecuter,0,696863,12/3/2010 22:57,OrderExecuter,2000,0.075532407
377560,8/18/2009 8:49,OrderExecuter,0,377549,8/18/2009 7:00,OrderExecuter,2500,0.075416667
656354,9/27/2010 12:39,OrderExecuter,5000,656167,9/27/2010 10:50,OrderExecuter,1000,0.075381944
697134,12/6/2010 3:02,OrderExecuter,2500,697133,12/6/2010 1:13,OrderExecuter,500,0.075381944
566108,6/10/2010 17:47,OrderExecuter,0,566088,6/10/2010 15:58,OrderExecuter,500,0.075324074
685663,11/18/2010 0:00,OrderExecuter,0,685652,11/17/2010 22:12,OrderExecuter,1000,0.07525463
667462,10/18/2010 21:35,OrderExecuter,0,667445,10/18/2010 19:47,OrderExecuter,1000,0.075069444
606376,8/16/2010 10:48,OrderExecuter,1000,606332,8/16/2010 9:00,OrderExecuter,500,0.075046296
609383,8/19/2010 16:39,OrderExecuter,1000,609285,8/19/2010 14:51,OrderExecuter,1000,0.074976852
448271,12/2/2009 16:00,OrderExecuter,2500,448179,12/2/2009 14:13,OrderExecuter,1000,0.074895833
664812,10/12/2010 17:49,OrderExecuter,0,664758,10/12/2010 16:01,OrderExecuter,500,0.074444444
457430,12/23/2009 11:29,OrderExecuter,0,457241,12/23/2009 9:42,OrderExecuter,500,0.07443287
657624,9/29/2010 11:40,OrderExecuter,2500,657534,9/29/2010 9:53,OrderExecuter,2000,0.074305556
606684,8/16/2010 22:33,OrderExecuter,0,606654,8/16/2010 20:46,OrderExecuter,1000,0.074039352
527473,4/18/2010 19:57,OrderExecuter,0,527445,4/18/2010 18:11,OrderExecuter,5000,0.073564815
401213,9/15/2009 11:10,OrderExecuter,2000,401066,9/15/2009 9:24,OrderExecuter,500,0.07337963
687156,11/20/2010 14:39,OrderExecuter,1000,687135,11/20/2010 12:53,OrderExecuter,500,0.073229167
440242,11/17/2009 13:54,OrderExecuter,0,440197,11/17/2009 12:09,OrderExecuter,0,0.073217593
658931,9/30/2010 15:26,OrderExecuter,0,658724,9/30/2010 13:40,OrderExecuter,500,0.073148148
629572,9/1/2010 23:13,OrderExecuter,2000,629142,9/1/2010 21:28,OrderExecuter,5000,0.073136574
675401,10/28/2010 11:47,OrderExecuter,500,675222,10/28/2010 10:02,OrderExecuter,1000,0.072951389
639582,9/10/2010 7:01,OrderExecuter,1000,639579,9/10/2010 5:16,OrderExecuter,1000,0.072916667
650168,9/20/2010 13:10,OrderExecuter,0,650032,9/20/2010 11:25,OrderExecuter,1000,0.072835648
640828,9/11/2010 9:56,OrderExecuter,2000,640815,9/11/2010 8:12,OrderExecuter,500,0.072604167
695827,12/2/2010 3:01,OrderExecuter,2000,695826,12/2/2010 1:17,OrderExecuter,2500,0.072488426
582185,7/2/2010 11:35,OrderExecuter,1000,581960,7/2/2010 9:51,OrderExecuter,5000,0.072337963
682097,11/9/2010 1:45,OrderExecuter,0,682093,11/9/2010 0:01,OrderExecuter,500,0.07224537
678101,11/1/2010 22:01,OrderExecuter,0,678037,11/1/2010 20:17,OrderExecuter,0,0.072233796
366023,7/31/2009 9:43,OrderExecuter,0,365966,7/31/2009 7:59,OrderExecuter,0,0.072141204
666674,10/16/2010 17:17,OrderExecuter,500,666650,10/16/2010 15:33,OrderExecuter,1000,0.072118056
519095,3/31/2010 22:27,OrderExecuter,0,518989,3/31/2010 20:43,OrderExecuter,2000,0.071736111
388071,8/27/2009 11:35,OrderExecuter,0,387518,8/27/2009 9:52,OrderExecuter,1000,0.071712963
674792,10/27/2010 15:52,OrderExecuter,1000,674645,10/27/2010 14:09,OrderExecuter,2500,0.07162037
610319,8/21/2010 10:42,OrderExecuter,0,610301,8/21/2010 8:59,OrderExecuter,2000,0.0715625
639039,9/9/2010 11:01,OrderExecuter,500,637059,9/9/2010 9:18,OrderExecuter,2000,0.071539352
454690,12/17/2009 15:24,OrderExecuter,500,454606,12/17/2009 13:41,OrderExecuter,0,0.071331019
640789,9/10/2010 21:21,OrderExecuter,0,640761,9/10/2010 19:39,OrderExecuter,500,0.071319444
527443,4/18/2010 18:11,OrderExecuter,0,527428,4/18/2010 16:29,OrderExecuter,5000,0.071203704
687886,11/22/2010 13:33,OrderExecuter,0,687868,11/22/2010 11:51,OrderExecuter,2000,0.071145833
367589,8/3/2009 9:09,OrderExecuter,0,367514,8/3/2009 7:28,OrderExecuter,1000,0.070578704
635292,9/7/2010 19:39,OrderExecuter,0,635091,9/7/2010 17:58,OrderExecuter,5000,0.070335648
526002,4/14/2010 20:38,OrderExecuter,0,525974,4/14/2010 18:57,OrderExecuter,1000,0.070231481
656150,9/27/2010 10:26,OrderExecuter,0,656065,9/27/2010 8:46,OrderExecuter,0,0.070011574
663975,10/10/2010 14:00,OrderExecuter,0,663953,10/10/2010 12:19,OrderExecuter,2500,0.070011574
687224,11/20/2010 22:07,OrderExecuter,0,687207,11/20/2010 20:27,OrderExecuter,2000,0.069895833
542078,5/3/2010 11:36,OrderExecuter,0,541829,5/3/2010 9:56,OrderExecuter,2500,0.069849537
692929,11/28/2010 21:45,OrderExecuter,0,692908,11/28/2010 20:04,OrderExecuter,1000,0.069768519
497019,2/24/2010 14:47,OrderExecuter,0,496909,2/24/2010 13:06,OrderExecuter,2000,0.069699074
511561,3/20/2010 17:16,OrderExecuter,0,511548,3/20/2010 15:36,OrderExecuter,2000,0.069675926
692347,11/26/2010 9:12,OrderExecuter,0,692331,11/26/2010 7:32,OrderExecuter,0,0.06962963
512953,3/23/2010 22:55,OrderExecuter,1000,512915,3/23/2010 21:15,OrderExecuter,1000,0.069502315
663472,10/7/2010 21:07,OrderExecuter,0,663454,10/7/2010 19:27,OrderExecuter,1000,0.069456019
689361,11/24/2010 10:06,OrderExecuter,0,689280,11/24/2010 8:27,OrderExecuter,2000,0.069201389
651114,9/21/2010 16:42,OrderExecuter,0,651080,9/21/2010 15:02,OrderExecuter,1000,0.069074074
667849,10/19/2010 13:14,OrderExecuter,0,667751,10/19/2010 11:35,OrderExecuter,2500,0.068923611
683576,11/11/2010 20:08,OrderExecuter,1000,683561,11/11/2010 18:29,OrderExecuter,2500,0.068900463
692085,11/25/2010 12:09,OrderExecuter,0,692079,11/25/2010 10:30,OrderExecuter,2000,0.068865741
682664,11/9/2010 16:55,OrderExecuter,2500,682591,11/9/2010 15:16,OrderExecuter,1000,0.068842593
487505,2/8/2010 19:38,OrderExecuter,0,487491,2/8/2010 18:00,OrderExecuter,1000,0.068368056
659279,9/30/2010 20:53,OrderExecuter,0,659210,9/30/2010 19:15,OrderExecuter,5000,0.068148148
648282,9/16/2010 9:57,OrderExecuter,0,648113,9/16/2010 8:19,OrderExecuter,1000,0.068055556
688889,11/23/2010 13:14,OrderExecuter,0,688759,11/23/2010 11:36,OrderExecuter,2500,0.067824074
479782,1/26/2010 18:35,OrderExecuter,0,479757,1/26/2010 16:57,OrderExecuter,0,0.067650463
460391,12/29/2009 11:35,OrderExecuter,0,460005,12/29/2009 9:58,OrderExecuter,1000,0.067581019
676469,10/30/2010 9:04,OrderExecuter,1000,676451,10/30/2010 7:27,OrderExecuter,0,0.067418981
692978,11/29/2010 6:33,OrderExecuter,0,692972,11/29/2010 4:56,OrderExecuter,2000,0.067418981
676662,10/30/2010 20:28,OrderExecuter,1000,676642,10/30/2010 18:51,OrderExecuter,500,0.067326389
577906,6/28/2010 11:44,OrderExecuter,0,577662,6/28/2010 10:07,OrderExecuter,0,0.067314815
639408,9/9/2010 14:36,OrderExecuter,2500,639288,9/9/2010 12:59,OrderExecuter,2000,0.06724537
692683,11/27/2010 19:44,OrderExecuter,0,692675,11/27/2010 18:07,OrderExecuter,2000,0.06724537
373008,8/11/2009 11:22,OrderExecuter,0,372952,8/11/2009 9:45,OrderExecuter,1000,0.067222222
600546,8/2/2010 22:03,OrderExecuter,1000,600513,8/2/2010 20:26,OrderExecuter,2500,0.067071759
620685,8/28/2010 22:43,OrderExecuter,0,620672,8/28/2010 21:08,OrderExecuter,2000,0.066539352
610391,8/21/2010 15:47,OrderExecuter,0,610377,8/21/2010 14:12,OrderExecuter,2500,0.066435185
668297,10/20/2010 10:37,OrderExecuter,0,668203,10/20/2010 9:02,OrderExecuter,2000,0.066111111
636937,9/9/2010 8:09,OrderExecuter,0,636922,9/9/2010 6:34,OrderExecuter,1000,0.066064815
505838,3/9/2010 13:25,OrderExecuter,500,505733,3/9/2010 11:50,OrderExecuter,2000,0.066030093
641455,9/13/2010 8:38,OrderExecuter,0,641435,9/13/2010 7:02,OrderExecuter,5000,0.066030093
514258,3/25/2010 13:07,OrderExecuter,0,514157,3/25/2010 11:32,OrderExecuter,2000,0.065833333
607183,8/17/2010 13:00,OrderExecuter,0,607023,8/17/2010 11:26,OrderExecuter,2000,0.065381944
666726,10/16/2010 22:36,OrderExecuter,1000,666713,10/16/2010 21:02,OrderExecuter,500,0.06525463
647116,9/14/2010 18:13,OrderExecuter,2000,647086,9/14/2010 16:39,OrderExecuter,2000,0.065243056
676540,10/30/2010 12:21,OrderExecuter,500,676496,10/30/2010 10:47,OrderExecuter,1000,0.065023148
367242,8/2/2009 16:05,OrderExecuter,1000,367207,8/2/2009 14:31,OrderExecuter,1000,0.064918981
600399,8/2/2010 16:39,OrderExecuter,0,600264,8/2/2010 15:06,OrderExecuter,1000,0.064675926
370594,8/6/2009 12:22,OrderExecuter,0,370435,8/6/2009 10:49,OrderExecuter,2000,0.064606481
624262,8/30/2010 21:07,OrderExecuter,0,623738,8/30/2010 19:34,OrderExecuter,0,0.064560185
598951,7/31/2010 11:54,OrderExecuter,2500,598915,7/31/2010 10:21,OrderExecuter,1000,0.064513889
670127,10/24/2010 14:06,OrderExecuter,1000,670111,10/24/2010 12:33,OrderExecuter,2000,0.064386574
681174,11/6/2010 18:06,OrderExecuter,0,681157,11/6/2010 16:34,OrderExecuter,500,0.063888889
647211,9/15/2010 9:01,OrderExecuter,5000,647185,9/15/2010 7:29,OrderExecuter,2000,0.063773148
675010,10/27/2010 22:37,OrderExecuter,0,674979,10/27/2010 21:05,OrderExecuter,1000,0.063506944
683254,11/11/2010 7:40,OrderExecuter,2000,683241,11/11/2010 6:09,OrderExecuter,500,0.063171296
681116,11/6/2010 13:29,OrderExecuter,0,681099,11/6/2010 11:58,OrderExecuter,2500,0.062974537
648048,9/15/2010 21:34,OrderExecuter,0,648023,9/15/2010 20:04,OrderExecuter,2000,0.062777778
573026,6/23/2010 10:17,OrderExecuter,0,572818,6/23/2010 8:47,OrderExecuter,2000,0.062569444
401391,9/15/2009 12:39,OrderExecuter,0,401213,9/15/2009 11:10,OrderExecuter,2000,0.062407407
629593,9/2/2010 0:42,OrderExecuter,0,629572,9/1/2010 23:13,OrderExecuter,2000,0.062037037
399726,9/11/2009 17:05,OrderExecuter,5000,399624,9/11/2009 15:36,OrderExecuter,500,0.061759259
646813,9/14/2010 12:50,OrderExecuter,0,646664,9/14/2010 11:21,OrderExecuter,2000,0.061631944
465537,1/5/2010 13:54,OrderExecuter,500,465325,1/5/2010 12:26,OrderExecuter,500,0.061458333
685481,11/17/2010 14:22,OrderExecuter,0,685388,11/17/2010 12:53,OrderExecuter,0,0.061423611
527715,4/19/2010 14:02,OrderExecuter,0,527688,4/19/2010 12:34,OrderExecuter,2000,0.061099537
687049,11/19/2010 19:47,OrderExecuter,2500,687042,11/19/2010 18:19,OrderExecuter,2000,0.061064815
676362,10/29/2010 18:49,OrderExecuter,0,676331,10/29/2010 17:21,OrderExecuter,5000,0.06087963
647126,9/14/2010 19:41,OrderExecuter,1000,647116,9/14/2010 18:13,OrderExecuter,2000,0.060868056
546937,5/11/2010 16:23,OrderExecuter,0,546879,5/11/2010 14:56,OrderExecuter,2000,0.060706019
608445,8/18/2010 17:55,OrderExecuter,0,608412,8/18/2010 16:28,OrderExecuter,500,0.060428241
640757,9/10/2010 19:22,OrderExecuter,500,640564,9/10/2010 17:55,OrderExecuter,0,0.06025463
695829,12/2/2010 4:27,OrderExecuter,0,695827,12/2/2010 3:01,OrderExecuter,2000,0.059965278
688371,11/23/2010 0:40,OrderExecuter,0,688363,11/22/2010 23:14,OrderExecuter,2000,0.059791667
583192,7/6/2010 12:54,OrderExecuter,1000,583135,7/6/2010 11:28,OrderExecuter,500,0.059780093
688425,11/23/2010 8:43,OrderExecuter,5000,688380,11/23/2010 7:17,OrderExecuter,0,0.059664352
649155,9/17/2010 14:37,OrderExecuter,0,649117,9/17/2010 13:12,OrderExecuter,2000,0.059421296
544982,5/6/2010 15:49,OrderExecuter,0,544885,5/6/2010 14:23,OrderExecuter,1000,0.059409722
647990,9/15/2010 17:53,OrderExecuter,0,647965,9/15/2010 16:28,OrderExecuter,2000,0.059351852
696965,12/4/2010 23:47,OrderExecuter,0,696964,12/4/2010 22:22,OrderExecuter,500,0.059259259
410080,9/29/2009 17:06,OrderExecuter,2000,409869,9/29/2009 15:41,OrderExecuter,2500,0.059050926
692691,11/27/2010 21:09,OrderExecuter,1000,692684,11/27/2010 19:44,OrderExecuter,5000,0.059027778
660822,10/3/2010 18:24,OrderExecuter,1000,660799,10/3/2010 16:59,OrderExecuter,0,0.05900463
673319,10/26/2010 8:11,OrderExecuter,0,672380,10/26/2010 6:46,OrderExecuter,5000,0.05900463
510549,3/18/2010 10:44,OrderExecuter,0,510384,3/18/2010 9:19,OrderExecuter,2000,0.058946759
666092,10/15/2010 10:45,OrderExecuter,2000,666022,10/15/2010 9:21,OrderExecuter,500,0.058796296
639462,9/9/2010 16:32,OrderExecuter,0,639427,9/9/2010 15:08,OrderExecuter,1000,0.058553241
665818,10/14/2010 16:59,OrderExecuter,0,665735,10/14/2010 15:35,OrderExecuter,1000,0.058425926
655852,9/26/2010 13:32,OrderExecuter,0,655829,9/26/2010 12:08,OrderExecuter,500,0.058368056
602623,8/6/2010 12:28,OrderExecuter,0,602550,8/6/2010 11:04,OrderExecuter,2000,0.058344907
660887,10/3/2010 21:29,OrderExecuter,0,660850,10/3/2010 20:05,OrderExecuter,0,0.058333333
689668,11/24/2010 13:38,OrderExecuter,0,689586,11/24/2010 12:14,OrderExecuter,2000,0.058240741
531798,4/22/2010 16:59,OrderExecuter,2000,531673,4/22/2010 15:35,OrderExecuter,1000,0.058171296
512439,3/22/2010 15:54,OrderExecuter,0,512394,3/22/2010 14:30,OrderExecuter,5000,0.058159722
648008,9/15/2010 19:16,OrderExecuter,2000,647991,9/15/2010 17:53,OrderExecuter,0,0.057731481
