DEVICECLASSID,DEVICEID,UNIQUEMSID,SALESTRANSACTIONNO,COUNT(1), 
411,411111,1483,2245812,2, 
411,411111,1510,2301842,2, 
411,411111,1510,2301963,2, 
411,411111,1510,2301964,2, 
411,411111,1510,2302184,2, 
411,411111,1510,2302279,2, 
411,411111,1510,2302405,2, 
411,411111,1510,2302427,2, 
411,411111,1513,2306726,2, 
411,411111,1514,2308713,2, 
411,411111,1515,2310728,2, 
411,411111,1515,2310729,2, 
411,411112,1483,2092705,2, 
411,411112,1483,2092760,2, 
411,411112,1483,2092802,2, 
411,411112,1488,2098915,2, 
411,411112,1510,2138936,2, 
411,411112,1510,2138952,2, 
411,411112,1510,2138970,2, 
411,411112,1510,2139025,2, 
411,411112,1510,2139237,2, 
411,411112,1510,2139266,2, 
411,411112,1510,2139314,2, 
411,411112,1512,2141687,2, 
411,411112,1513,2142313,2, 
411,411112,1513,2142595,2, 
411,411113,1476,361033,2, 
411,411113,1476,361127,2, 
411,411113,1476,361162,2, 
411,411113,1476,361454,2, 
411,411113,1476,361578,2, 
411,411113,1482,364117,2, 
411,411113,1503,381460,2, 
411,411113,1503,381491,2, 
411,411113,1503,381645,2, 
411,411113,1503,381824,2, 
411,411113,1503,381825,2, 
411,411113,1505,382286,2, 
411,411113,1509,385388,2, 
411,411116,1435,749006,2, 
411,411116,1435,749074,2, 
411,411116,1463,772591,2, 
411,411117,1427,1208458,2, 
411,411117,1427,1208684,2, 
411,411117,1454,1237835,2, 
411,411117,1454,1237864,2, 
411,411117,1454,1237971,2, 
411,411117,1458,1240833,2, 
411,411118,1430,1960923,2, 
411,411118,1430,1960924,2, 
411,411118,1430,1960977,2, 
411,411118,1430,1961133,2, 
411,411118,1430,1961311,2, 
411,411118,1430,1961318,2, 
411,411118,1446,1990490,2, 
411,411118,1457,2009318,2, 
411,411118,1457,2009482,2, 
411,411118,1457,2009714,2, 
411,411118,1459,2012679,2, 
411,411119,1470,434386,2, 
411,411119,1470,434460,2, 
411,411119,1473,434968,2, 
411,411120,1439,185962,2, 
411,411120,1467,200106,2, 
411,411120,1470,201401,2, 
411,411120,1470,201402,2, 
411,411120,1470,201403,2, 
411,411121,1446,669501,2, 
411,411121,1474,690183,2, 
411,411122,1420,278456,2, 
411,411122,1421,279636,2, 
411,411122,1425,282660,2, 
411,411122,1425,282661,2, 
411,411122,1425,282662,2, 
411,411122,1425,282663,2, 
411,411122,1433,290983,2, 
411,411123,1443,1814619,2, 
411,411123,1447,1819252,2, 
411,411123,1457,1838970,2, 
411,411123,1462,1846358,2, 
411,411123,1475,1866865,2, 
411,411123,1476,1870229,2, 
411,411124,1449,2313295,2, 
411,411124,1457,2329960,2, 
411,411124,1472,2365127,2, 
411,411124,1472,2365134,2, 
411,411124,1472,2365192,2, 
411,411124,1472,2365193,2, 
411,411124,1472,2366885,2, 
411,411124,1472,2366886,2, 
411,411125,1474,528421,2, 
411,411125,1498,538156,2, 
411,411125,1498,538196,2, 
411,411125,1498,538268,2, 
411,411126,1469,645290,2, 
411,411126,1469,645291,2, 
411,411126,1469,645306,2, 
411,411126,1469,645522,2, 
411,411126,1470,646070,2, 
411,411126,1498,662851,2, 
411,411126,1498,662874,2, 
411,411126,1498,662929,2, 
411,411126,1498,662957,2, 
411,411126,1498,663032,2, 
411,411126,1505,668199,2, 
411,411127,1470,620422,2, 
411,411127,1470,620442,2, 
411,411127,1470,620443,2, 
411,411127,1470,620488,2, 
411,411127,1470,620510,2, 
411,411127,1470,620512,2, 
411,411127,1470,620521,2, 
411,411127,1499,635788,2, 
411,411127,1499,635791,2, 
411,411127,1499,635798,2, 
411,411127,1499,635896,2, 
411,411127,1499,635897,2, 
411,411128,1472,624915,2, 
411,411128,1484,631306,2, 
411,411128,1501,639974,2, 
411,411128,1501,639980,2, 
411,411128,1502,640813,2, 
411,411129,1470,511997,2, 
411,411129,1482,518269,2, 
411,411129,1482,518270,2, 
411,411129,1498,525924,2, 
411,411130,1499,245910,2, 
411,411130,1499,245911,2, 
411,411130,1499,245912,2, 
411,411130,1499,246033,2, 
411,411131,1522,965683,2, 
411,411132,1474,56499,2, 
411,411132,1474,56518,2, 
411,411132,1474,56702,2, 
411,411132,1474,56836,2, 
411,411132,1474,57183,2, 
411,411132,1505,76712,2, 
411,411133,1481,505711,2, 
411,411133,1481,505716,2, 
411,411133,1481,505963,2, 
411,411133,1482,506326,2, 
411,411133,1490,514092,2, 
411,411133,1509,531517,2, 
411,411133,1509,531526,2, 
411,411133,1509,531544,2, 
411,411133,1510,532679,2, 
411,411133,1511,533391,2, 
411,411133,1511,533448,2, 
411,411133,1512,534152,2, 
411,411134,1487,1555511,2, 
411,411134,1487,1555519,2, 
411,411134,1487,1555627,2, 
411,411134,1487,1555815,2, 
411,411134,1487,1555816,2, 
411,411134,1488,1557772,2, 
411,411134,1507,1582895,2, 
411,411134,1515,1593020,2, 
411,411134,1515,1593271,2, 
411,411134,1515,1593272,2, 
411,411134,1515,1593273,2, 
411,411134,1515,1593344,2, 
411,411134,1516,1594203,2, 
411,411134,1518,1595685,2, 
411,411134,1522,1602028,2, 
411,411135,1509,1616058,2, 
411,411135,1509,1616104,2, 
411,411135,1510,1617147,2, 
411,411135,1510,1617918,2, 
411,411135,1511,1618600,2, 
411,411135,1511,1618599,2, 
411,411135,1523,1634582,2, 
411,411135,1537,1651196,2, 
411,411135,1537,1651286,2, 
411,411135,1540,1654188,2, 
411,411136,1508,888699,2, 
411,411136,1536,907917,2, 
411,411136,1536,908044,2, 
411,411136,1539,910056,2, 
411,411137,1506,37846,2, 
411,411137,1506,37854,2, 
411,411137,1506,37855,2, 
411,411137,1506,37883,2, 
411,411137,1506,37911,2, 
411,411137,1512,38879,2, 
411,411137,1535,44555,2, 
411,411138,1508,64339,2, 
411,411138,1516,64634,2, 
411,411138,1536,65557,2, 
411,411138,1536,65558,2, 
411,411139,1517,480763,2, 
411,411139,1517,480830,2, 
411,411139,1517,480831,2, 
411,411139,1517,480942,2, 
411,411139,1546,491528,2, 
411,411139,1548,492210,2, 
411,411140,1521,552712,2, 
411,411140,1521,552713,2, 
411,411140,1521,552714,2, 
411,411140,1521,552802,2, 
411,411140,1521,552842,2, 
411,411140,1521,552859,2, 
411,411140,1527,555503,2, 
411,411140,1550,567818,2, 
411,411140,1550,567819,2, 
411,411140,1550,567901,2, 
411,411140,1550,567968,2, 
411,411140,1550,568012,2, 
411,411140,1550,568112,2, 
411,411140,1552,568998,2, 
411,411140,1553,569233,2, 
411,411140,1553,569274,2, 
411,411140,1553,569384,2, 
411,411141,1519,527190,2, 
411,411141,1520,528132,2, 
411,411141,1522,528958,2, 
411,411141,1548,543148,2, 
411,411141,1548,543333,2, 
411,411141,1550,544444,2, 
411,411142,1520,1050813,2, 
411,411142,1520,1050869,2, 
411,411142,1520,1050929,2, 
411,411142,1520,1050932,2, 
411,411142,1520,1051089,2, 
411,411142,1521,1051463,2, 
411,411142,1526,1054227,2, 
411,411142,1538,1063823,2, 
411,411142,1549,1072481,2, 
411,411142,1549,1072662,2, 
411,411142,1551,1074061,2, 
411,411144,1606,733535,2, 
411,411144,1606,733536,2, 
411,411144,1606,733537,2, 
411,411144,1623,768519,2, 
411,411144,1623,768708,2, 
411,411144,1623,768764,2, 
411,411144,1626,772457,2, 
411,411145,1589,1040400,2, 
411,411145,1589,1040306,2, 
411,411145,1589,1040366,2, 
411,411145,1589,1040401,2, 
411,411145,1589,1040497,2, 
411,411145,1589,1040567,2, 
411,411145,1589,1040568,2, 
411,411145,1589,1040626,2, 
411,411145,1589,1040737,2, 
411,411145,1589,1041019,2, 
411,411145,1589,1041157,2, 
411,411145,1590,1042283,2, 
411,411145,1591,1043836,2, 
411,411145,1591,1044098,2, 
411,411145,1596,1049002,2, 
411,411145,1596,1049445,2, 
411,411145,1596,1049572,2, 
411,411145,1620,1087643,2, 
411,411145,1620,1087952,2, 
411,411145,1620,1088049,2, 
411,411145,1620,1088051,2, 
411,411145,1620,1088113,2, 
411,411145,1620,1088157,2, 
411,411145,1620,1088172,2, 
411,411145,1620,1088453,2, 
411,411145,1620,1088454,2, 
411,411145,1620,1088496,2, 
411,411145,1621,1090114,2, 
411,411145,1622,1090668,2, 
411,411145,1623,1091823,2, 
411,411145,1623,1092499,2, 
411,411145,1624,1093439,2, 
411,411145,1624,1093665,2, 
411,411146,1576,408462,2, 
411,411146,1576,409270,2, 
411,411146,1576,409342,2, 
411,411146,1578,412264,2, 
411,411146,1607,450600,2, 
411,411146,1607,450900,2, 
411,411146,1607,451401,2, 
411,411146,1608,452293,2, 
411,411146,1612,457402,2, 
411,411147,1599,7697,2, 
411,411147,1606,12517,2, 
411,411147,1630,40785,2, 
411,411147,1630,40925,2, 
411,411147,1630,41009,2, 
411,411147,1630,41038,2, 
411,411148,1590,435820,2, 
411,411148,1592,438618,2, 
411,411148,1617,469037,2, 
411,411148,1621,473173,2, 
411,411148,1621,473208,2, 
411,411148,1621,473246,2, 
411,411148,1621,473304,2, 
411,411148,1621,473469,2, 
411,411148,1621,473470,2, 
411,411148,1621,473660,2, 
411,411149,1607,7097,2, 
411,411149,1620,23196,2, 
411,411149,1620,23248,2, 
411,411149,1620,23311,2, 
411,411149,1620,23587,2, 
411,411149,1620,23685,2, 
411,411149,1620,23740,2, 
411,411149,1623,26977,2, 
411,411149,1624,28159,2, 
411,411149,1627,33478,2, 
411,411150,1589,2042616,2, 
411,411150,1589,2042686,2, 
411,411150,1589,2042706,2, 
411,411150,1589,2043110,2, 
411,411150,1589,2043757,2, 
411,411150,1597,2051596,2, 
411,411150,1620,2084643,2, 
411,411150,1620,2084647,2, 
411,411150,1620,2084823,2, 
411,411150,1620,2084840,2, 
411,411150,1621,2086859,2, 
411,411150,1623,2089405,2, 
411,411151,1511,1002205,2, 
411,411151,1511,1002283,2, 
411,411151,1511,1002327,2, 
411,411151,1511,1002417,2, 
411,411151,1511,1002461,2, 
411,411151,1511,1002511,2, 
411,411151,1511,1002620,2, 
411,411151,1511,1002719,2, 
411,411151,1511,1002991,2, 
411,411151,1512,1003842,2, 
411,411151,1512,1004016,2, 
411,411151,1526,1023197,2, 
411,411151,1531,1028947,2, 
411,411151,1539,1039327,2, 
411,411151,1539,1039379,2, 
411,411151,1539,1039611,2, 
411,411151,1539,1039792,2, 
411,411151,1539,1039927,2, 
411,411151,1539,1040024,2, 
411,411151,1539,1040116,2, 
411,411151,1539,1040117,2, 
411,411151,1542,1042847,2, 
411,411151,1542,1043291,2, 
411,411151,1544,1045464,2, 
411,411151,1544,1045465,2, 
411,411152,1510,1649948,2, 
411,411152,1510,1649991,2, 
411,411152,1510,1650090,2, 
411,411152,1510,1650116,2, 
411,411152,1521,1662192,2, 
411,411152,1538,1683715,2, 
411,411152,1538,1683833,2, 
411,411152,1538,1684011,2, 
411,411153,1513,1650837,2, 
411,411153,1513,1650902,2, 
411,411153,1513,1651149,2, 
411,411153,1513,1651196,2, 
411,411153,1513,1651215,2, 
411,411153,1513,1651270,2, 
411,411153,1517,1656179,2, 
411,411153,1521,1658728,2, 
411,411153,1541,1687184,2, 
411,411153,1541,1687454,2, 
411,411153,1541,1687466,2, 
411,411153,1541,1687514,2, 
411,411153,1541,1687647,2, 
411,411153,1545,1691912,2, 
411,411153,1545,1691913,2, 
411,411153,1545,1692940,2, 
411,411154,1510,1531589,2, 
411,411154,1510,1531739,2, 
411,411154,1518,1538212,2, 
411,411154,1518,1538213,2, 
411,411154,1527,1551843,2, 
411,411154,1527,1551844,2, 
411,411154,1538,1564256,2, 
411,411154,1538,1564497,2, 
411,411154,1538,1564652,2, 
411,411154,1538,1564734,2, 
411,411154,1541,1567475,2, 
411,411154,1541,1567741,2, 
411,411155,1505,694879,2, 
411,411155,1505,695052,2, 
411,411155,1505,695385,2, 
411,411155,1505,695386,2, 
411,411155,1509,698502,2, 
411,411155,1512,701764,2, 
411,411155,1533,719980,2, 
411,411155,1533,720176,2, 
411,411155,1534,721135,2, 
411,411155,1536,722496,2, 
411,411155,1536,722497,2, 
411,411155,1536,723032,2, 
411,411156,1510,1222591,2, 
411,411156,1510,1222731,2, 
411,411156,1510,1222817,2, 
411,411156,1511,1223577,2, 
411,411156,1516,1226069,2, 
411,411156,1518,1226941,2, 
411,411156,1521,1230578,2, 
411,411156,1530,1239427,2, 
411,411156,1538,1246311,2, 
411,411156,1538,1246490,2, 
411,411156,1538,1246491,2, 
411,411156,1538,1246517,2, 
411,411156,1538,1246553,2, 
411,411156,1541,1248688,2, 
411,411156,1541,1248902,2, 
411,411156,1541,1248963,2, 
411,411157,1512,222190,2, 
411,411157,1512,222347,2, 
411,411157,1512,222374,2, 
411,411157,1512,222504,2, 
411,411157,1512,222571,2, 
411,411157,1512,222579,2, 
411,411157,1512,222638,2, 
411,411157,1513,223044,2, 
411,411157,1540,237750,2, 
411,411157,1540,237753,2, 
411,411157,1540,237772,2, 
411,411157,1540,237788,2, 
411,411157,1540,237799,2, 
411,411157,1540,237953,2, 
411,411157,1540,238033,2, 
411,411157,1540,238038,2, 
411,411157,1540,238066,2, 
411,411157,1543,239235,2, 
411,411157,1543,239236,2, 
411,411157,1543,239286,2, 
411,411157,1543,239375,2, 
411,411157,1543,239387,2, 
411,411158,1511,576316,2, 
411,411158,1511,576521,2, 
411,411158,1539,585767,2, 
411,411158,1539,585792,2, 
411,411158,1539,585822,2, 
411,411158,1539,585962,2, 
411,411158,1542,586738,2, 
411,411159,1513,113748,2, 
411,411159,1541,121803,2, 
411,411159,1542,121882,2, 
411,411159,1544,122344,2, 
411,411159,1544,122348,2, 
411,411160,1395,9128,2, 
411,411160,1395,9402,2, 
411,411160,1395,9484,2, 
411,411160,1395,9643,2, 
411,411160,1395,9675,2, 
411,411160,1395,9724,2, 
411,411160,1395,9846,2, 
411,411160,1395,9847,2, 
411,411160,1395,9925,2, 
411,411160,1395,10100,2, 
411,411160,1395,10099,2, 
411,411160,1396,10758,2, 
411,411160,1396,10759,2, 
411,411160,1396,10856,2, 
411,411160,1396,10993,2, 
411,411160,1396,11026,2, 
411,411160,1402,21956,2, 
411,411160,1411,43435,2, 
411,411160,1411,43436,2, 
411,411160,1424,67758,2, 
411,411160,1424,67776,2, 
411,411160,1424,67940,2, 
411,411160,1424,68072,2, 
411,411160,1424,68217,2, 
411,411160,1424,68220,2, 
411,411160,1424,68758,2, 
411,411160,1425,70249,2, 
411,411160,1427,73480,2, 
411,411160,1427,74284,2, 
411,411161,1400,468201,2, 
411,411161,1400,468285,2, 
411,411161,1399,466426,2, 
411,411161,1399,466544,2, 
411,411161,1399,466634,2, 
411,411161,1399,466809,2, 
411,411161,1399,466810,2, 
411,411161,1399,467022,2, 
411,411161,1413,485190,2, 
411,411161,1428,504019,2, 
411,411161,1428,504083,2, 
411,411161,1428,504341,2, 
411,411161,1428,504598,2, 
411,411161,1429,505875,2, 
411,411162,1399,187571,2, 
411,411162,1399,187653,2, 
411,411162,1399,187730,2, 
411,411162,1399,187826,2, 
411,411162,1399,188019,2, 
411,411162,1428,210895,2, 
411,411162,1428,210968,2, 
411,411162,1428,211073,2, 
411,411162,1428,211080,2, 
411,411162,1428,211317,2, 
411,411162,1428,211366,2, 
411,411163,1400,834716,2, 
411,411163,1401,835321,2, 
411,411163,1411,841399,2, 
411,411163,1429,852251,2, 
411,411163,1429,852501,2, 
411,411163,1429,852670,2, 
411,411164,1400,335242,2, 
411,411164,1400,335361,2, 
411,411164,1429,351641,2, 
411,411164,1430,352551,2, 
411,411164,1430,352552,2, 
411,411165,1398,840197,2, 
411,411165,1398,840219,2, 
411,411165,1427,859341,2, 
411,411165,1434,864038,2, 
411,411166,1399,1345808,2, 
411,411166,1399,1346081,2, 
411,411166,1399,1346175,2, 
411,411166,1428,1370348,2, 
411,411166,1428,1370408,2, 
411,411166,1428,1370564,2, 
411,411166,1429,1371467,2, 
411,411166,1429,1371813,2, 
411,411167,1394,1697251,2, 
411,411167,1394,1697267,2, 
411,411167,1394,1697494,2, 
411,411167,1394,1697749,2, 
411,411167,1394,1697884,2, 
411,411167,1394,1698112,2, 
411,411167,1402,1712613,2, 
411,411167,1423,1751979,2, 
411,411167,1423,1752224,2, 
411,411167,1423,1752682,2, 
411,411167,1423,1752703,2, 
411,411167,1423,1752728,2, 
411,411167,1424,1754454,2, 
411,411167,1426,1757489,2, 
411,411167,1427,1759446,2, 
411,411168,1477,206748,2, 
411,411169,1446,140227,2, 
411,411169,1473,144664,2, 
411,411170,1449,876124,2, 
411,411170,1449,876144,2, 
411,411170,1449,876186,2, 
411,411170,1449,876376,2, 
411,411170,1449,876501,2, 
411,411170,1449,876575,2, 
411,411170,1449,876748,2, 
411,411170,1450,877565,2, 
411,411170,1457,881616,2, 
411,411170,1463,890759,2, 
411,411170,1463,890760,2, 
411,411170,1476,902079,2, 
411,411170,1476,902081,2, 
411,411170,1476,902135,2, 
411,411170,1476,902199,2, 
411,411170,1476,902232,2, 
411,411170,1476,902571,2, 
411,411170,1476,902605,2, 
411,411170,1477,903195,2, 
411,411170,1477,903303,2, 
411,411171,1450,1959199,2, 
411,411171,1450,1959234,2, 
411,411171,1450,1959240,2, 
411,411171,1450,1959269,2, 
411,411171,1450,1959304,2, 
411,411171,1450,1959305,2, 
411,411171,1450,1959356,2, 
411,411171,1450,1959430,2, 
411,411171,1450,1959579,2, 
411,411171,1450,1959644,2, 
411,411171,1450,1959769,2, 
411,411171,1450,1959775,2, 
411,411171,1450,1960084,2, 
411,411171,1451,1960601,2, 
411,411171,1451,1960720,2, 
411,411171,1451,1960954,2, 
411,411171,1451,1961101,2, 
411,411171,1451,1961278,2, 
411,411171,1451,1961659,2, 
411,411171,1463,1982682,2, 
411,411171,1477,2003212,2, 
411,411171,1477,2003334,2, 
411,411171,1477,2003350,2, 
411,411171,1477,2003444,2, 
411,411171,1477,2003517,2, 
411,411171,1477,2003596,2, 
411,411171,1477,2003603,2, 
411,411171,1477,2003729,2, 
411,411171,1477,2003730,2, 
411,411171,1477,2003750,2, 
411,411171,1477,2004037,2, 
411,411171,1477,2004166,2, 
411,411171,1480,2007279,2, 
411,411171,1480,2007416,2, 
411,411172,1450,816203,2, 
411,411172,1450,816204,2, 
411,411172,1450,816213,2, 
411,411172,1450,816254,2, 
411,411172,1450,816425,2, 
411,411172,1450,816531,2, 
411,411172,1450,816722,2, 
411,411172,1450,816727,2, 
411,411172,1452,819095,2, 
411,411172,1453,821699,2, 
411,411172,1456,824026,2, 
411,411172,1462,836090,2, 
411,411172,1465,844121,2, 
411,411172,1478,8709,2, 
411,411172,1478,8758,2, 
411,411172,1478,8883,2, 
411,411172,1478,9291,2, 
411,411172,1478,9380,2, 
411,411172,1478,9610,2, 
411,411172,1478,9619,2, 
411,411172,1478,9655,2, 
411,411172,1478,9744,2, 
411,411172,1478,9745,2, 
411,411172,1481,13975,2, 
411,411172,1481,13976,2, 
411,411172,1482,14627,2, 
411,411173,1450,1921223,2, 
411,411173,1454,1926747,2, 
411,411173,1456,1928440,2, 
411,411173,1477,1963105,2, 
411,411173,1477,1963173,2, 
411,411173,1477,1963291,2, 
411,411173,1477,1963386,2, 
411,411173,1477,1963389,2, 
411,411173,1477,1963390,2, 
411,411174,1445,751353,2, 
411,411174,1472,782004,2, 
411,411174,1472,782212,2, 
411,411174,1472,782257,2, 
411,411175,1457,728202,2, 
411,411175,1457,728203,2, 
411,411175,1477,741099,2, 
411,411176,1450,185283,2, 
411,411177,1354,785602,2, 
411,411177,1354,785677,2, 
411,411177,1354,785684,2, 
411,411177,1354,786652,2, 
411,411177,1367,812061,2, 
411,411177,1381,833305,2, 
411,411177,1386,840837,2, 
411,411177,1386,840838,2, 
411,411178,1421,1569529,2, 
411,411178,1424,1573594,2, 
411,411178,1434,1589606,2, 
411,411178,1435,1592503,2, 
411,411178,1448,1609179,2, 
411,411178,1448,1609247,2, 
411,411178,1448,1609323,2, 
411,411178,1448,1609324,2, 
411,411178,1449,1612321,2, 
411,411179,1408,1064268,2, 
411,411179,1411,1067191,2, 
411,411179,1429,1092670,2, 
411,411179,1435,1099373,2, 
411,411180,1426,806903,2, 
411,411180,1426,807097,2, 
411,411180,1449,4666,2, 
411,411181,1431,1297454,2, 
411,411181,1445,1315141,2, 
411,411181,1449,1321875,2, 
411,411182,1420,185289,2, 
411,411182,1439,215518,2, 
411,411182,1447,226081,2, 
411,411182,1447,226082,2, 
411,411182,1447,226735,2, 
411,411183,1423,2074739,2, 
411,411183,1440,2106864,2, 
411,411183,1448,2118613,2, 
411,411183,1448,2119120,2, 
411,411183,1450,2122512,2, 
411,411184,1422,2473841,2, 
411,411184,1422,2473842,2, 
411,411184,1422,2473844,2, 
411,411184,1422,2473945,2, 
411,411184,1422,2473946,2, 
411,411184,1424,2477710,2, 
411,411184,1447,2514027,2, 
411,411184,1449,2516558,2, 
411,411184,1453,2522422,2, 
411,411184,1453,2522423,2, 
411,411184,1453,2522424,2, 
411,411185,1420,249829,2, 
411,411186,1401,5284,2, 
411,411186,1401,5338,2, 
411,411186,1401,5625,2, 
411,411186,1421,29128,2, 
411,411186,1428,38863,2, 
411,411186,1428,38873,2, 
411,411186,1428,38874,2, 
411,411186,1428,38885,2, 
411,411186,1428,38886,2, 
411,411186,1428,40166,2, 
411,411186,1428,40529,2, 
411,411186,1429,41026,2, 
411,411187,1415,189825,2, 
411,411187,1447,228629,2, 
411,411187,1447,228630,2, 
411,411187,1449,231083,2, 
411,411188,1417,1218482,2, 
411,411188,1419,1221250,2, 
411,411188,1432,1238868,2, 
411,411188,1439,1246562,2, 
411,411188,1439,1246563,2, 
411,411188,1445,1253653,2, 
411,411188,1445,1253654,2, 
411,411188,1445,1253655,2, 
411,411188,1445,1254373,2, 
411,411188,1448,1256846,2, 
411,411189,1421,1835015,2, 
411,411189,1421,1835029,2, 
411,411189,1421,1835096,2, 
411,411189,1421,1835097,2, 
411,411189,1421,1835180,2, 
411,411189,1421,1836277,2, 
411,411189,1422,1836907,2, 
411,411189,1430,1849772,2, 
411,411189,1441,1867601,2, 
411,411189,1450,1881331,2, 
411,411189,1450,1881383,2, 
411,411189,1450,1881530,2, 
411,411189,1450,1881585,2, 
411,411189,1450,1881596,2, 
411,411189,1450,1881750,2, 
411,411189,1450,1882169,2, 
411,411189,1455,1890188,2, 
411,411189,1455,1890189,2, 
411,411190,1504,436594,2, 
411,411190,1504,436595,2, 
411,411190,1522,452274,2, 
411,411190,1522,452275,2, 
411,411190,1535,463871,2, 
411,411190,1535,463949,2, 
411,411190,1537,464620,2, 
411,411190,1539,466048,2, 
411,411190,1539,466049,2, 
411,411190,1544,470462,2, 
411,411191,1531,750464,2, 
411,411191,1534,752219,2, 
411,411191,1538,753907,2, 
411,411191,1538,753908,2, 
411,411194,1500,100526,2, 
411,411194,1501,100614,2, 
411,411194,1526,106220,2, 
411,411195,1495,559484,2, 
411,411195,1495,559540,2, 
411,411195,1499,561894,2, 
411,411195,1499,561895,2, 
411,411195,1499,561896,2, 
411,411195,1526,579282,2, 
411,411195,1526,579413,2, 
411,411195,1526,579414,2, 
411,411196,1500,157866,2, 
411,411196,1497,152820,2, 
411,411196,1497,153003,2, 
411,411196,1497,153090,2, 
411,411196,1497,153158,2, 
411,411196,1499,156110,2, 
411,411196,1501,159259,2, 
411,411196,1501,159404,2, 
411,411196,1504,164264,2, 
411,411196,1510,174423,2, 
411,411196,1528,200357,2, 
411,411196,1528,200358,2, 
411,411196,1528,200461,2, 
411,411196,1528,200585,2, 
411,411196,1531,203566,2, 
411,411197,1500,696848,2, 
411,411197,1483,669189,2, 
411,411197,1483,669198,2, 
411,411197,1483,669522,2, 
411,411197,1483,669575,2, 
411,411197,1484,671079,2, 
411,411197,1487,676042,2, 
411,411197,1487,676513,2, 
411,411197,1487,676514,2, 
411,411197,1494,688991,2, 
411,411197,1512,712775,2, 
411,411197,1514,715067,2, 
411,411197,1514,715254,2, 
411,411197,1514,715280,2, 
411,411197,1514,715396,2, 
411,411197,1514,715553,2, 
411,411197,1520,723971,2, 
411,411198,1497,283175,2, 
411,411198,1503,286680,2, 
411,411198,1505,287404,2, 
411,411198,1525,303587,2, 
411,411198,1525,304105,2, 
411,411198,1526,304544,2, 
411,411199,1537,1105375,2, 
411,411199,1559,1125656,2, 
411,411199,1559,1125657,2, 
411,411199,1559,1125939,2, 
411,411199,1562,1127227,2, 
411,411199,1562,1127267,2, 
411,411201,1538,661257,2, 
411,411201,1566,679562,2, 
411,411202,1579,1354746,2, 
411,411202,1605,1379636,2, 
411,411202,1609,1382683,2, 
411,411203,1575,556660,2, 
411,411203,1575,557137,2, 
411,411203,1576,557723,2, 
411,411203,1576,558173,2, 
411,411203,1577,560668,2, 
411,411203,1582,566525,2, 
411,411203,1584,569842,2, 
411,411203,1592,583850,2, 
411,411203,1604,601730,2, 
411,411203,1604,601731,2, 
411,411203,1604,601732,2, 
411,411204,1530,61587,2, 
411,411204,1530,61610,2, 
411,411204,1530,62965,2, 
411,411204,1530,63107,2, 
411,411204,1531,64845,2, 
411,411204,1532,65833,2, 
411,411204,1532,65834,2, 
411,411204,1536,69278,2, 
411,411204,1536,69302,2, 
411,411204,1538,71508,2, 
411,411204,1556,102607,2, 
411,411204,1558,104990,2, 
411,411204,1558,105067,2, 
411,411204,1558,105104,2, 
411,411204,1558,105487,2, 
411,411204,1558,105488,2, 
411,411204,1558,105642,2, 
411,411204,1558,105924,2, 
411,411204,1562,110763,2, 
411,411204,1563,112455,2, 
411,411204,1563,113822,2, 
411,411205,1568,79068,2, 
411,411205,1570,81988,2, 
411,411205,1586,103319,2, 
411,411205,1596,114680,2, 
411,411205,1596,114708,2, 
411,411205,1596,115835,2, 
411,411205,1596,115882,2, 
411,411205,1597,116797,2, 
411,411205,1599,118067,2, 
411,411205,1601,120645,2, 
411,411205,1602,122363,2, 
411,411205,1604,124685,2, 
411,411212,1466,1977754,2, 
411,411212,1466,1978198,2, 
411,411212,1466,1978640,2, 
411,411212,1466,1979122,2, 
411,411212,1492,2024897,2, 
411,411212,1494,2028097,2, 
411,411212,1494,2028599,2, 
411,411212,1497,2032991,2, 
411,411213,1470,80425,2, 
411,411214,1494,536648,2, 
411,411214,1494,537199,2, 
411,411215,1647,1753622,2, 
411,411215,1685,1794481,2, 
411,411215,1685,1794482,2, 
411,411216,1646,799363,2, 
411,411216,1659,817233,2, 
411,411216,1666,823743,2, 
411,411216,1679,841055,2, 
411,411217,1645,1811800,2, 
411,411217,1645,1811484,2, 
411,411217,1656,1825071,2, 
411,411217,1666,1834913,2, 
411,411217,1676,1848501,2, 
411,411218,1648,1234075,2, 
411,411218,1666,1251363,2, 
411,411218,1666,1251364,2, 
411,411219,1643,696028,2, 
411,411219,1643,696207,2, 
411,411219,1644,696797,2, 
411,411219,1645,697644,2, 
411,411219,1645,697645,2, 
411,411219,1655,707201,2, 
411,411219,1674,723332,2, 
411,411219,1676,724848,2, 
411,411219,1680,728334,2, 
411,411219,1680,728335,2, 
411,411220,1643,444920,2, 
411,411220,1643,445128,2, 
411,411220,1649,450077,2, 
411,411220,1663,465624,2, 
411,411221,1646,2480000,2, 
411,411221,1648,2484502,2, 
411,411221,1648,2485083,2, 
411,411221,1668,2510982,2, 
411,411221,1679,2527958,2, 
411,411221,1679,2528361,2, 
411,411221,1680,2530345,2, 
411,411222,1643,2577621,2, 
411,411222,1657,2599188,2, 
411,411222,1660,2605238,2, 
411,411222,1668,2617992,2, 
411,411222,1668,2617993,2, 
411,411222,1669,2619772,2, 
411,411222,1669,2620293,2, 
411,411222,1677,2634976,2, 
411,411223,1645,2569881,2, 
411,411223,1645,2570251,2, 
411,411223,1647,2578623,2, 
411,411223,1648,2578752,2, 
411,411223,1648,2578753,2, 
411,411223,1648,2578754,2, 
