ACTION_LIST,TIME_NEW,USER_NEW,VALUE,PREVIOUS_ACTION_LIST,PREVIOUS_TIME_NEW,PREVIOUS_USER_NEW,PREVIOUS_VALUE,TIMEDIFF_BETWEEN_TRANSACTIONS
667849,10/19/2010 1:14:56 PM,OrderExecuter,0,667751,10/19/2010 11:35:41 AM,OrderExecuter,2500,0.0689236111111111
692085,11/25/2010 12:09:46 PM,OrderExecuter,0,692079,11/25/2010 10:30:36 AM,OrderExecuter,2000,0.0688657407407407
682664,11/09/2010 4:55:30 PM,OrderExecuter,2500,682591,11/09/2010 3:16:22 PM,OrderExecuter,1000,0.0688425925925926
688889,11/23/2010 1:14:07 PM,OrderExecuter,0,688759,11/23/2010 11:36:27 AM,OrderExecuter,2500,0.0678240740740741
678844,11/02/2010 9:19:51 PM,OrderExecuter,2000,678825,11/02/2010 7:42:32 PM,OrderExecuter,5000,0.0675810185185185
676469,10/30/2010 9:04:29 AM,OrderExecuter,1000,676451,10/30/2010 7:27:24 AM,OrderExecuter,0,0.0674189814814815
676662,10/30/2010 8:28:21 PM,OrderExecuter,1000,676642,10/30/2010 6:51:24 PM,OrderExecuter,500,0.0673263888888889
692683,11/27/2010 7:44:33 PM,OrderExecuter,0,692675,11/27/2010 6:07:43 PM,OrderExecuter,2000,0.0672453703703704
668297,10/20/2010 10:37:51 AM,OrderExecuter,0,668203,10/20/2010 9:02:39 AM,OrderExecuter,2000,0.0661111111111111
666726,10/16/2010 10:36:48 PM,OrderExecuter,1000,666713,10/16/2010 9:02:50 PM,OrderExecuter,500,0.0652546296296296
676540,10/30/2010 12:21:16 PM,OrderExecuter,500,676496,10/30/2010 10:47:38 AM,OrderExecuter,1000,0.0650231481481481
670127,10/24/2010 2:06:33 PM,OrderExecuter,1000,670111,10/24/2010 12:33:50 PM,OrderExecuter,2000,0.0643865740740741
681174,11/06/2010 6:06:36 PM,OrderExecuter,0,681157,11/06/2010 4:34:36 PM,OrderExecuter,500,0.0638888888888889
675010,10/27/2010 10:37:16 PM,OrderExecuter,0,674979,10/27/2010 9:05:49 PM,OrderExecuter,1000,0.0635069444444444
683254,11/11/2010 7:40:50 AM,OrderExecuter,2000,683241,11/11/2010 6:09:52 AM,OrderExecuter,500,0.0631712962962963
681116,11/06/2010 1:29:20 PM,OrderExecuter,0,681099,11/06/2010 11:58:39 AM,OrderExecuter,2500,0.062974537037037
687049,11/19/2010 7:47:16 PM,OrderExecuter,2500,687042,11/19/2010 6:19:20 PM,OrderExecuter,2000,0.0610648148148148
676362,10/29/2010 6:49:18 PM,OrderExecuter,0,676331,10/29/2010 5:21:38 PM,OrderExecuter,5000,0.0608796296296296
692691,11/27/2010 9:09:33 PM,OrderExecuter,1000,692684,11/27/2010 7:44:33 PM,OrderExecuter,5000,0.0590277777777778
660822,10/03/2010 6:24:31 PM,OrderExecuter,1000,660799,10/03/2010 4:59:33 PM,OrderExecuter,0,0.0590046296296296
673319,10/26/2010 8:11:27 AM,OrderExecuter,0,672380,10/26/2010 6:46:29 AM,OrderExecuter,5000,0.0590046296296296
665818,10/14/2010 4:59:51 PM,OrderExecuter,0,665735,10/14/2010 3:35:43 PM,OrderExecuter,1000,0.0584259259259259
689668,11/24/2010 1:38:18 PM,OrderExecuter,0,689586,11/24/2010 12:14:26 PM,OrderExecuter,2000,0.0582407407407407
694265,11/30/2010 12:21:31 PM,OrderExecuter,0,694072,11/30/2010 10:58:13 AM,OrderExecuter,2000,0.0578472222222222
665331,10/13/2010 9:59:23 PM,OrderExecuter,0,665318,10/13/2010 8:36:20 PM,OrderExecuter,500,0.0576736111111111
677400,11/01/2010 4:14:11 AM,OrderExecuter,0,677395,11/01/2010 2:52:17 AM,OrderExecuter,0,0.056875
693647,11/29/2010 5:01:14 PM,OrderExecuter,2000,693573,11/29/2010 3:39:22 PM,OrderExecuter,500,0.0568518518518519
660310,10/01/2010 7:28:28 PM,OrderExecuter,0,660282,10/01/2010 6:07:00 PM,OrderExecuter,0,0.0565740740740741
692428,11/26/2010 12:55:30 PM,OrderExecuter,0,692403,11/26/2010 11:34:38 AM,OrderExecuter,0,0.0561574074074074
687402,11/21/2010 8:05:46 PM,OrderExecuter,0,687385,11/21/2010 6:45:05 PM,OrderExecuter,2500,0.0560300925925926
692387,11/26/2010 10:56:56 AM,OrderExecuter,0,692363,11/26/2010 9:37:02 AM,OrderExecuter,500,0.0554861111111111
670688,10/25/2010 11:47:11 AM,OrderExecuter,0,670558,10/25/2010 10:27:57 AM,OrderExecuter,5000,0.0550231481481481
689194,11/23/2010 6:44:51 PM,OrderExecuter,0,689177,11/23/2010 5:25:50 PM,OrderExecuter,0,0.0548726851851852
682720,11/09/2010 10:50:33 PM,OrderExecuter,0,682711,11/09/2010 9:31:35 PM,OrderExecuter,1000,0.054837962962963
692720,11/28/2010 2:07:29 AM,OrderExecuter,0,692716,11/28/2010 12:49:03 AM,OrderExecuter,2000,0.0544675925925926
668133,10/19/2010 8:51:54 PM,OrderExecuter,0,668115,10/19/2010 7:33:39 PM,OrderExecuter,2000,0.0543402777777778
666713,10/16/2010 9:02:50 PM,OrderExecuter,500,666705,10/16/2010 7:44:49 PM,OrderExecuter,500,0.0541782407407407
686306,11/18/2010 2:51:16 PM,OrderExecuter,2000,686184,11/18/2010 1:33:17 PM,OrderExecuter,2500,0.0541550925925926
674644,10/27/2010 2:09:24 PM,OrderExecuter,0,674607,10/27/2010 12:51:40 PM,OrderExecuter,1000,0.0539814814814815
680203,11/05/2010 9:17:31 AM,OrderExecuter,0,680158,11/05/2010 8:00:12 AM,OrderExecuter,500,0.0536921296296296
692782,11/28/2010 12:49:55 PM,OrderExecuter,0,692765,11/28/2010 11:33:02 AM,OrderExecuter,2000,0.0533912037037037
689704,11/24/2010 2:55:05 PM,OrderExecuter,1000,689669,11/24/2010 1:38:19 PM,OrderExecuter,1000,0.0533101851851852
683431,11/11/2010 12:23:29 PM,OrderExecuter,0,683403,11/11/2010 11:06:45 AM,OrderExecuter,500,0.053287037037037
673902,10/26/2010 5:20:51 PM,OrderExecuter,0,673846,10/26/2010 4:04:45 PM,OrderExecuter,0,0.0528472222222222
664027,10/10/2010 7:52:51 PM,OrderExecuter,2500,664018,10/10/2010 6:36:52 PM,OrderExecuter,500,0.0527662037037037
681336,11/07/2010 8:20:24 PM,OrderExecuter,0,681320,11/07/2010 7:05:22 PM,OrderExecuter,1000,0.0521064814814815
659695,10/01/2010 9:34:06 AM,OrderExecuter,0,659588,10/01/2010 8:20:07 AM,OrderExecuter,500,0.0513773148148148
680431,11/05/2010 12:16:05 PM,OrderExecuter,0,680322,11/05/2010 11:02:25 AM,OrderExecuter,1000,0.0511574074074074
692452,11/26/2010 2:09:08 PM,OrderExecuter,0,692428,11/26/2010 12:55:30 PM,OrderExecuter,0,0.0511342592592593
659997,10/01/2010 12:23:35 PM,OrderExecuter,1000,659870,10/01/2010 11:10:17 AM,OrderExecuter,0,0.0509027777777778
681213,11/07/2010 8:30:10 AM,OrderExecuter,2500,681210,11/07/2010 7:18:02 AM,OrderExecuter,2000,0.0500925925925926
669739,10/22/2010 3:07:18 PM,OrderExecuter,2000,669702,10/22/2010 1:55:14 PM,OrderExecuter,1000,0.0500462962962963
686553,11/19/2010 10:36:42 AM,OrderExecuter,0,686518,11/19/2010 9:25:02 AM,OrderExecuter,2500,0.0497685185185185
686782,11/19/2010 1:54:52 PM,OrderExecuter,0,686730,11/19/2010 12:43:14 PM,OrderExecuter,500,0.0497453703703704
663454,10/07/2010 7:27:04 PM,OrderExecuter,1000,663436,10/07/2010 6:15:36 PM,OrderExecuter,0,0.0496296296296296
660202,10/01/2010 3:59:28 PM,OrderExecuter,0,660121,10/01/2010 2:48:06 PM,OrderExecuter,2000,0.0495601851851852
683623,11/12/2010 8:14:15 AM,OrderExecuter,500,683617,11/12/2010 7:03:02 AM,OrderExecuter,500,0.0494560185185185
682055,11/08/2010 8:29:46 PM,OrderExecuter,0,682032,11/08/2010 7:18:46 PM,OrderExecuter,2000,0.0493055555555556
681129,11/06/2010 2:39:55 PM,OrderExecuter,1000,681117,11/06/2010 1:29:21 PM,OrderExecuter,2000,0.0490046296296296
693373,11/29/2010 12:55:48 PM,OrderExecuter,5000,693295,11/29/2010 11:45:14 AM,OrderExecuter,2000,0.0490046296296296
668501,10/20/2010 5:17:57 PM,OrderExecuter,1000,668452,10/20/2010 4:08:36 PM,OrderExecuter,2000,0.0481597222222222
682943,11/10/2010 12:24:08 PM,OrderExecuter,2000,682866,11/10/2010 11:15:16 AM,OrderExecuter,0,0.0478240740740741
667747,10/19/2010 11:32:25 AM,OrderExecuter,0,667605,10/19/2010 10:23:55 AM,OrderExecuter,1000,0.0475694444444444
692106,11/25/2010 8:35:15 PM,OrderExecuter,2000,692104,11/25/2010 7:26:45 PM,OrderExecuter,2000,0.0475694444444444
688283,11/22/2010 6:26:33 PM,OrderExecuter,0,688269,11/22/2010 5:18:34 PM,OrderExecuter,1000,0.0472106481481481
687306,11/21/2010 11:42:38 AM,OrderExecuter,1000,687286,11/21/2010 10:34:56 AM,OrderExecuter,1000,0.0470138888888889
692558,11/26/2010 7:47:03 PM,OrderExecuter,1000,692550,11/26/2010 6:39:34 PM,OrderExecuter,2500,0.0468634259259259
682092,11/09/2010 12:01:16 AM,OrderExecuter,0,682079,11/08/2010 10:53:53 PM,OrderExecuter,500,0.0467939814814815
692546,11/26/2010 6:07:51 PM,OrderExecuter,0,692532,11/26/2010 5:00:57 PM,OrderExecuter,500,0.0464583333333333
673846,10/26/2010 4:04:45 PM,OrderExecuter,0,673737,10/26/2010 2:58:07 PM,OrderExecuter,2000,0.0462731481481481
662156,10/05/2010 2:40:57 PM,OrderExecuter,0,662114,10/05/2010 1:35:04 PM,OrderExecuter,2000,0.0457523148148148
676483,10/30/2010 10:10:11 AM,OrderExecuter,2500,676469,10/30/2010 9:04:29 AM,OrderExecuter,1000,0.045625
660087,10/01/2010 1:29:10 PM,OrderExecuter,0,659997,10/01/2010 12:23:35 PM,OrderExecuter,1000,0.0455439814814815
686717,11/19/2010 12:35:08 PM,OrderExecuter,0,686630,11/19/2010 11:30:14 AM,OrderExecuter,500,0.0450694444444444
688066,11/22/2010 3:01:19 PM,OrderExecuter,0,687940,11/22/2010 1:56:48 PM,OrderExecuter,2000,0.0448032407407407
692863,11/28/2010 5:32:06 PM,OrderExecuter,1000,692843,11/28/2010 4:28:14 PM,OrderExecuter,0,0.0443518518518519
676686,10/30/2010 9:57:47 PM,OrderExecuter,0,676675,10/30/2010 8:54:02 PM,OrderExecuter,500,0.0442708333333333
669864,10/22/2010 11:14:53 PM,OrderExecuter,0,669855,10/22/2010 10:11:14 PM,OrderExecuter,1000,0.0442013888888889
681703,11/08/2010 11:38:18 AM,OrderExecuter,1000,681587,11/08/2010 10:34:59 AM,OrderExecuter,5000,0.0439699074074074
680123,11/04/2010 10:31:49 PM,OrderExecuter,1000,680116,11/04/2010 9:28:33 PM,OrderExecuter,1000,0.0439351851851852
663952,10/10/2010 12:18:23 PM,OrderExecuter,2500,663941,10/10/2010 11:15:36 AM,OrderExecuter,5000,0.043599537037037
685635,11/17/2010 8:53:32 PM,OrderExecuter,500,685617,11/17/2010 7:51:10 PM,OrderExecuter,2000,0.0433101851851852
683201,11/10/2010 8:25:27 PM,OrderExecuter,0,683186,11/10/2010 7:23:22 PM,OrderExecuter,2000,0.0431134259259259
667604,10/19/2010 10:23:54 AM,OrderExecuter,0,667525,10/19/2010 9:21:54 AM,OrderExecuter,500,0.0430555555555556
687470,11/22/2010 6:55:08 AM,OrderExecuter,0,687469,11/22/2010 5:53:16 AM,OrderExecuter,1000,0.042962962962963
678592,11/02/2010 12:39:20 PM,OrderExecuter,0,678471,11/02/2010 11:37:40 AM,OrderExecuter,500,0.0428240740740741
665172,10/13/2010 2:14:49 PM,OrderExecuter,0,665146,10/13/2010 1:13:15 PM,OrderExecuter,1000,0.0427546296296296
689177,11/23/2010 5:25:50 PM,OrderExecuter,0,689151,11/23/2010 4:25:15 PM,OrderExecuter,1000,0.0420717592592593
667184,10/18/2010 2:04:46 PM,OrderExecuter,0,667167,10/18/2010 1:04:12 PM,OrderExecuter,0,0.0420601851851852
668513,10/20/2010 6:21:52 PM,OrderExecuter,1000,668505,10/20/2010 5:22:22 PM,OrderExecuter,1000,0.0413194444444444
685647,11/17/2010 9:52:58 PM,OrderExecuter,0,685635,11/17/2010 8:53:32 PM,OrderExecuter,500,0.0412731481481481
694416,11/30/2010 2:11:44 PM,OrderExecuter,2000,694357,11/30/2010 1:12:57 PM,OrderExecuter,5000,0.0408217592592593
678143,11/01/2010 10:59:48 PM,OrderExecuter,0,678102,11/01/2010 10:01:04 PM,OrderExecuter,1000,0.040787037037037
682677,11/09/2010 5:54:09 PM,OrderExecuter,0,682664,11/09/2010 4:55:30 PM,OrderExecuter,2500,0.0407291666666667
678260,11/02/2010 10:24:37 AM,OrderExecuter,0,678226,11/02/2010 9:26:19 AM,OrderExecuter,1000,0.0404861111111111
693149,11/29/2010 11:04:03 AM,OrderExecuter,0,693080,11/29/2010 10:05:56 AM,OrderExecuter,0,0.0403587962962963
692961,11/29/2010 12:03:47 AM,OrderExecuter,0,692951,11/28/2010 11:05:44 PM,OrderExecuter,1000,0.0403125
683979,11/12/2010 2:14:30 PM,OrderExecuter,2000,683891,11/12/2010 1:16:42 PM,OrderExecuter,500,0.0401388888888889
683508,11/11/2010 2:45:20 PM,OrderExecuter,0,683466,11/11/2010 1:47:47 PM,OrderExecuter,1000,0.0399652777777778
687134,11/20/2010 12:53:52 PM,OrderExecuter,0,687123,11/20/2010 11:56:19 AM,OrderExecuter,500,0.0399652777777778
664170,10/11/2010 2:04:54 PM,OrderExecuter,1000,664163,10/11/2010 1:07:25 PM,OrderExecuter,2000,0.0399189814814815
668115,10/19/2010 7:33:39 PM,OrderExecuter,2000,668109,10/19/2010 6:36:18 PM,OrderExecuter,2500,0.0398263888888889
688269,11/22/2010 5:18:34 PM,OrderExecuter,1000,688215,11/22/2010 4:23:11 PM,OrderExecuter,2000,0.0384606481481481
679653,11/04/2010 11:34:53 AM,OrderExecuter,0,679601,11/04/2010 10:39:32 AM,OrderExecuter,2000,0.0384375
685256,11/17/2010 10:59:52 AM,OrderExecuter,1000,685181,11/17/2010 10:04:39 AM,OrderExecuter,5000,0.0383449074074074
683443,11/11/2010 1:18:25 PM,OrderExecuter,1000,683432,11/11/2010 12:23:30 PM,OrderExecuter,500,0.0381365740740741
685338,11/17/2010 11:54:38 AM,OrderExecuter,0,685256,11/17/2010 10:59:52 AM,OrderExecuter,1000,0.0380324074074074
680081,11/04/2010 6:39:00 PM,OrderExecuter,0,680056,11/04/2010 5:44:17 PM,OrderExecuter,2000,0.0379976851851852
687159,11/20/2010 3:33:50 PM,OrderExecuter,2500,687156,11/20/2010 2:39:19 PM,OrderExecuter,1000,0.0378587962962963
660338,10/01/2010 8:28:02 PM,OrderExecuter,0,660318,10/01/2010 7:34:07 PM,OrderExecuter,1000,0.0374421296296296
668521,10/20/2010 7:15:30 PM,OrderExecuter,1000,668513,10/20/2010 6:21:52 PM,OrderExecuter,1000,0.0372453703703704
680272,11/05/2010 10:26:17 AM,OrderExecuter,0,680221,11/05/2010 9:32:45 AM,OrderExecuter,500,0.0371759259259259
688951,11/23/2010 2:12:33 PM,OrderExecuter,0,688906,11/23/2010 1:19:36 PM,OrderExecuter,5000,0.0367708333333333
682318,11/09/2010 11:48:34 AM,OrderExecuter,0,682255,11/09/2010 10:55:44 AM,OrderExecuter,500,0.0366898148148148
687207,11/20/2010 8:27:12 PM,OrderExecuter,2000,687200,11/20/2010 7:34:22 PM,OrderExecuter,0,0.0366898148148148
685949,11/18/2010 11:54:57 AM,OrderExecuter,5000,685883,11/18/2010 11:02:08 AM,OrderExecuter,500,0.0366782407407407
679489,11/03/2010 8:30:55 PM,OrderExecuter,0,679483,11/03/2010 7:38:18 PM,OrderExecuter,2000,0.0365393518518519
688291,11/22/2010 7:19:08 PM,OrderExecuter,500,688284,11/22/2010 6:26:34 PM,OrderExecuter,500,0.0365046296296296
681238,11/07/2010 11:59:08 AM,OrderExecuter,0,681229,11/07/2010 11:06:51 AM,OrderExecuter,1000,0.0363078703703704
686140,11/18/2010 1:08:53 PM,OrderExecuter,0,685990,11/18/2010 12:16:45 PM,OrderExecuter,1000,0.0362037037037037
665336,10/13/2010 10:51:19 PM,OrderExecuter,0,665332,10/13/2010 9:59:24 PM,OrderExecuter,2000,0.0360532407407407
681247,11/07/2010 12:50:50 PM,OrderExecuter,0,681239,11/07/2010 11:59:08 AM,OrderExecuter,2500,0.0359027777777778
681514,11/08/2010 9:33:40 AM,OrderExecuter,0,681480,11/08/2010 8:42:04 AM,OrderExecuter,1000,0.0358333333333333
688308,11/22/2010 8:10:33 PM,OrderExecuter,1000,688291,11/22/2010 7:19:08 PM,OrderExecuter,500,0.0357060185185185
686363,11/18/2010 3:42:26 PM,OrderExecuter,2500,686306,11/18/2010 2:51:16 PM,OrderExecuter,2000,0.0355324074074074
669653,10/22/2010 1:03:47 PM,OrderExecuter,0,669601,10/22/2010 12:13:08 PM,OrderExecuter,1000,0.0351736111111111
688340,11/22/2010 10:06:49 PM,OrderExecuter,0,688325,11/22/2010 9:16:28 PM,OrderExecuter,2500,0.0349652777777778
669544,10/22/2010 11:50:23 AM,OrderExecuter,0,669474,10/22/2010 11:00:43 AM,OrderExecuter,0,0.0344907407407407
692530,11/26/2010 4:56:35 PM,OrderExecuter,500,692511,11/26/2010 4:06:58 PM,OrderExecuter,0,0.0344560185185185
678397,11/02/2010 11:13:23 AM,OrderExecuter,2500,678260,11/02/2010 10:24:37 AM,OrderExecuter,0,0.0338657407407407
693441,11/29/2010 1:54:55 PM,OrderExecuter,0,693390,11/29/2010 1:06:35 PM,OrderExecuter,5000,0.0335648148148148
680126,11/04/2010 11:20:05 PM,OrderExecuter,1000,680123,11/04/2010 10:31:49 PM,OrderExecuter,1000,0.0335185185185185
670110,10/24/2010 12:33:49 PM,OrderExecuter,0,670104,10/24/2010 11:46:06 AM,OrderExecuter,1000,0.0331365740740741
676331,10/29/2010 5:21:38 PM,OrderExecuter,5000,676305,10/29/2010 4:33:57 PM,OrderExecuter,500,0.0331134259259259
693697,11/29/2010 7:07:16 PM,OrderExecuter,5000,693685,11/29/2010 6:19:44 PM,OrderExecuter,5000,0.0330092592592593
693725,11/29/2010 8:34:35 PM,OrderExecuter,0,693712,11/29/2010 7:47:07 PM,OrderExecuter,0,0.032962962962963
687261,11/21/2010 9:09:25 AM,OrderExecuter,0,687246,11/21/2010 8:22:12 AM,OrderExecuter,1000,0.0327893518518519
693850,11/30/2010 6:21:38 AM,OrderExecuter,1000,693844,11/30/2010 5:34:30 AM,OrderExecuter,0,0.0327314814814815
660841,10/03/2010 7:18:14 PM,OrderExecuter,2000,660827,10/03/2010 6:31:17 PM,OrderExecuter,2000,0.0326041666666667
681210,11/07/2010 7:18:02 AM,OrderExecuter,2000,681207,11/07/2010 6:31:06 AM,OrderExecuter,5000,0.0325925925925926
681586,11/08/2010 10:34:58 AM,OrderExecuter,0,681542,11/08/2010 9:48:29 AM,OrderExecuter,500,0.0322800925925926
675080,10/28/2010 8:51:23 AM,OrderExecuter,0,675065,10/28/2010 8:05:44 AM,OrderExecuter,1000,0.0317013888888889
687055,11/19/2010 8:32:18 PM,OrderExecuter,0,687049,11/19/2010 7:47:16 PM,OrderExecuter,2500,0.0312731481481481
692652,11/27/2010 3:09:23 PM,OrderExecuter,2500,692640,11/27/2010 2:24:53 PM,OrderExecuter,0,0.0309027777777778
686616,11/19/2010 11:21:01 AM,OrderExecuter,2500,686554,11/19/2010 10:36:42 AM,OrderExecuter,2000,0.030775462962963
681348,11/07/2010 9:04:34 PM,OrderExecuter,500,681337,11/07/2010 8:20:25 PM,OrderExecuter,1000,0.0306597222222222
660105,10/01/2010 2:13:18 PM,OrderExecuter,5000,660088,10/01/2010 1:29:10 PM,OrderExecuter,1000,0.0306481481481481
688317,11/22/2010 8:54:38 PM,OrderExecuter,2500,688308,11/22/2010 8:10:33 PM,OrderExecuter,1000,0.0306134259259259
681363,11/07/2010 10:34:22 PM,OrderExecuter,0,681351,11/07/2010 9:50:34 PM,OrderExecuter,1000,0.0304166666666667
692966,11/29/2010 12:47:26 AM,OrderExecuter,5000,692962,11/29/2010 12:03:48 AM,OrderExecuter,1000,0.0303009259259259
675125,10/28/2010 9:34:54 AM,OrderExecuter,2500,675081,10/28/2010 8:51:24 AM,OrderExecuter,2500,0.0302083333333333
695007,11/30/2010 11:27:51 PM,OrderExecuter,2000,694965,11/30/2010 10:44:28 PM,OrderExecuter,5000,0.0301273148148148
693685,11/29/2010 6:19:44 PM,OrderExecuter,5000,693670,11/29/2010 5:36:26 PM,OrderExecuter,2500,0.0300694444444444
692716,11/28/2010 12:49:03 AM,OrderExecuter,2000,692713,11/28/2010 12:06:00 AM,OrderExecuter,0,0.0298958333333333
687285,11/21/2010 10:34:55 AM,OrderExecuter,0,687275,11/21/2010 9:52:01 AM,OrderExecuter,2000,0.0297916666666667
662182,10/05/2010 3:23:26 PM,OrderExecuter,0,662157,10/05/2010 2:40:58 PM,OrderExecuter,5000,0.0294907407407407
659817,10/01/2010 10:52:27 AM,OrderExecuter,1000,659729,10/01/2010 10:10:06 AM,OrderExecuter,0,0.0294097222222222
681350,11/07/2010 9:46:28 PM,OrderExecuter,1000,681348,11/07/2010 9:04:34 PM,OrderExecuter,500,0.0290972222222222
665295,10/13/2010 6:37:15 PM,OrderExecuter,0,665289,10/13/2010 5:56:21 PM,OrderExecuter,1000,0.0284027777777778
687384,11/21/2010 6:45:04 PM,OrderExecuter,0,687370,11/21/2010 6:04:15 PM,OrderExecuter,2000,0.0283449074074074
687335,11/21/2010 1:59:05 PM,OrderExecuter,500,687331,11/21/2010 1:18:20 PM,OrderExecuter,0,0.0282986111111111
677790,11/01/2010 1:44:35 PM,OrderExecuter,2500,677709,11/01/2010 1:03:52 PM,OrderExecuter,2000,0.028275462962963
660738,10/03/2010 11:39:18 AM,OrderExecuter,0,660727,10/03/2010 10:58:38 AM,OrderExecuter,2000,0.0282407407407407
686881,11/19/2010 3:13:29 PM,OrderExecuter,2000,686818,11/19/2010 2:33:07 PM,OrderExecuter,2500,0.0280324074074074
685388,11/17/2010 12:53:43 PM,OrderExecuter,0,685353,11/17/2010 12:13:31 PM,OrderExecuter,500,0.0279166666666667
688170,11/22/2010 3:41:14 PM,OrderExecuter,2000,688067,11/22/2010 3:01:20 PM,OrderExecuter,1000,0.0277083333333333
687123,11/20/2010 11:56:19 AM,OrderExecuter,500,687107,11/20/2010 11:16:28 AM,OrderExecuter,1000,0.0276736111111111
678696,11/02/2010 1:18:03 PM,OrderExecuter,0,678592,11/02/2010 12:39:20 PM,OrderExecuter,0,0.0268865740740741
692937,11/28/2010 10:23:38 PM,OrderExecuter,0,692930,11/28/2010 9:45:24 PM,OrderExecuter,2000,0.0265509259259259
692472,11/26/2010 3:09:43 PM,OrderExecuter,1000,692463,11/26/2010 2:31:57 PM,OrderExecuter,2500,0.0262268518518519
694878,11/30/2010 9:26:22 PM,OrderExecuter,2000,694827,11/30/2010 8:48:37 PM,OrderExecuter,0,0.0262152777777778
676496,10/30/2010 10:47:38 AM,OrderExecuter,1000,676483,10/30/2010 10:10:11 AM,OrderExecuter,2500,0.0260069444444444
684916,11/16/2010 2:54:08 PM,OrderExecuter,0,684855,11/16/2010 2:16:48 PM,OrderExecuter,500,0.0259259259259259
694922,11/30/2010 10:05:47 PM,OrderExecuter,0,694882,11/30/2010 9:28:59 PM,OrderExecuter,1000,0.0255555555555556
694793,11/30/2010 8:26:24 PM,OrderExecuter,0,694766,11/30/2010 7:49:57 PM,OrderExecuter,1000,0.0253125
683665,11/12/2010 9:40:00 AM,OrderExecuter,1000,683652,11/12/2010 9:03:54 AM,OrderExecuter,1000,0.0250694444444444
680322,11/05/2010 11:02:25 AM,OrderExecuter,1000,680273,11/05/2010 10:26:20 AM,OrderExecuter,500,0.0250578703703704
667916,10/19/2010 1:50:59 PM,OrderExecuter,0,667850,10/19/2010 1:14:57 PM,OrderExecuter,500,0.0250231481481481
659729,10/01/2010 10:10:06 AM,OrderExecuter,0,659696,10/01/2010 9:34:07 AM,OrderExecuter,0,0.0249884259259259
673507,10/26/2010 11:19:33 AM,OrderExecuter,1000,673484,10/26/2010 10:43:51 AM,OrderExecuter,2500,0.0247916666666667
683645,11/12/2010 8:53:35 AM,OrderExecuter,1000,683627,11/12/2010 8:17:53 AM,OrderExecuter,500,0.0247916666666667
692401,11/26/2010 11:32:23 AM,OrderExecuter,0,692387,11/26/2010 10:56:56 AM,OrderExecuter,0,0.0246180555555556
693669,11/29/2010 5:36:25 PM,OrderExecuter,0,693647,11/29/2010 5:01:14 PM,OrderExecuter,2000,0.0244328703703704
693754,11/29/2010 9:38:30 PM,OrderExecuter,2000,693740,11/29/2010 9:03:21 PM,OrderExecuter,0,0.0244097222222222
671061,10/25/2010 3:45:50 PM,OrderExecuter,0,671013,10/25/2010 3:10:49 PM,OrderExecuter,1000,0.0243171296296296
666588,10/16/2010 11:11:06 AM,OrderExecuter,1000,666567,10/16/2010 10:36:10 AM,OrderExecuter,1000,0.0242592592592593
660513,10/02/2010 2:13:34 PM,OrderExecuter,1000,660505,10/02/2010 1:39:28 PM,OrderExecuter,1000,0.0236805555555556
667007,10/18/2010 10:48:09 AM,OrderExecuter,1000,666971,10/18/2010 10:14:08 AM,OrderExecuter,1000,0.0236226851851852
682187,11/09/2010 9:45:09 AM,OrderExecuter,5000,682164,11/09/2010 9:11:29 AM,OrderExecuter,2500,0.0233796296296296
687274,11/21/2010 9:52:00 AM,OrderExecuter,0,687270,11/21/2010 9:18:24 AM,OrderExecuter,500,0.0233333333333333
676303,10/29/2010 4:33:45 PM,OrderExecuter,0,676291,10/29/2010 4:00:12 PM,OrderExecuter,1000,0.0232986111111111
682255,11/09/2010 10:55:44 AM,OrderExecuter,500,682225,11/09/2010 10:22:32 AM,OrderExecuter,500,0.0230555555555556
694675,11/30/2010 6:04:35 PM,OrderExecuter,0,694659,11/30/2010 5:31:24 PM,OrderExecuter,500,0.0230439814814815
686978,11/19/2010 4:00:11 PM,OrderExecuter,2000,686912,11/19/2010 3:27:03 PM,OrderExecuter,1000,0.0230092592592593
692497,11/26/2010 3:48:59 PM,OrderExecuter,0,692474,11/26/2010 3:15:55 PM,OrderExecuter,1000,0.022962962962963
692950,11/28/2010 10:56:07 PM,OrderExecuter,1000,692938,11/28/2010 10:23:39 PM,OrderExecuter,2000,0.0225462962962963
694716,11/30/2010 7:03:53 PM,OrderExecuter,2000,694697,11/30/2010 6:31:29 PM,OrderExecuter,2500,0.0225
660726,10/03/2010 10:58:37 AM,OrderExecuter,0,660721,10/03/2010 10:26:26 AM,OrderExecuter,1000,0.022349537037037
688758,11/23/2010 11:36:27 AM,OrderExecuter,0,688699,11/23/2010 11:04:24 AM,OrderExecuter,500,0.0222569444444444
692549,11/26/2010 6:39:33 PM,OrderExecuter,0,692547,11/26/2010 6:07:52 PM,OrderExecuter,5000,0.0220023148148148
682591,11/09/2010 3:16:22 PM,OrderExecuter,1000,682548,11/09/2010 2:44:44 PM,OrderExecuter,1000,0.0219675925925926
693478,11/29/2010 2:31:05 PM,OrderExecuter,0,693444,11/29/2010 1:59:30 PM,OrderExecuter,0,0.0219328703703704
683403,11/11/2010 11:06:45 AM,OrderExecuter,500,683381,11/11/2010 10:35:21 AM,OrderExecuter,5000,0.0218055555555556
682730,11/09/2010 11:21:09 PM,OrderExecuter,0,682721,11/09/2010 10:50:38 PM,OrderExecuter,500,0.0211921296296296
